platform,komentar,timestamp,sentimen,komentar_bersih
twitter,"guru bk nya itu kakaknya temen gw makanya gw tau bgt itu guru bk nya difitnah sama bu evi kontol

dan akhirnya guru bknya dipecat gara gara lalai input data sekolah padahal gw tau bgt yg tugasnya nginput itu BU EVI KONTOL BESERTA JAJARANNYA",2025-02-08T08:47:07.000Z,positif,guru bk nya kakak temen gw gw tau bgt guru bk nya fitnah bu evi kontol guru bknya pecat gara gara lalai input data sekolah gw tau bgt yg tugas nginput bu evi kontol serta jajar
twitter,"Harus ditelusuri lebih jauh akar masalahnya sih, apakah sistemnya yang salah? Man power guru yang kurang? Pemahaman guru nya yang kurang? Alasan lalai ini ga bisa ditoleransi, apalagi menyangkut masa depan anak bangsa. Harus ada perbaikan, harus ada yang resah dlm masalah ini",2025-02-08T08:41:36.000Z,positif,telusur akar sih sistem salah man power guru paham guru nya alas lalai ga toleransi anak bangsa baik resah dlm
twitter,"pecatin aja itu guru"" lalai SNBP
ngentttt",2025-02-08T07:11:07.000Z,positif,pecatin aja guru lalai snbp ngentttt
twitter,"Ini kegagalan sekolah dan sistemnya.
Ini sudah masalah administrasi dan pelanggaran hukum perdata. Bukan lagi hubungan guru-murid, tapi ttg administrasi sekolah yg lalai kepada hak2 peserta didik.
Karna lewat jalur lainpun belum tentu mereka bisa lolos keterima PT yg diminati.",2025-02-08T06:39:50.000Z,positif,gagal sekolah sistem administrasi langgar hukum perdata hubung gurumurid ttg administrasi sekolah yg lalai hak serta didik karna jalur lain lolos terima pt yg mati
twitter,"Saudara saya yang pekerjaan guru tiap update status wa cuma pada makan rame2, ngerujak terus tiktokan wkwkkwkekw. Mungkin itu penyebab jadi lalai",2025-02-08T03:59:15.000Z,positif,saudara kerja guru update status wa makan rame ngerujak tiktokan wkwkkwkekw sebab lalai
twitter,"BACA!!! JANGAN DIABAIKAN.

Guru punya tanggung jawab. Pas sekolah mereka mengiming-iming snmptn agar siswa/siswi semangat. Giliran nilainya bagus, mereka lalai. Tau gak kalau beberapa orang ngincer snmptn karena pengen sekolah tanpa banyak biaya (gak memberatkan ortu)",2025-02-08T03:56:42.000Z,positif,baca abai guru tanggung pas sekolah mengimingiming snmptn siswasiswi semangat gilir nilai bagus lalai tau gak orang ngincer snmptn ken sekolah biaya gak berat ortu
twitter,"MINIMAL MIKIR. 3 tahun sekolah biar nilai bagus dengan harapan bisa masuk lewat jalur snm malah karena guru LALAI jadi imbasnya ke murid gak bisa daftar. Dipikir gw dulu cm pasrah apa ya. Test sbm 2 kali, ketolak. Daftar mandiri sampe 3 kali di kampus yang berbeda ",2025-02-08T03:47:41.000Z,positif,minimal mikir sekolah biar nilai bagus harap masuk jalur snm guru lalai imbas murid gak daftar pikir gw cm pasrah ya test sbm kali tolak daftar mandiri sampe kali kampus beda
twitter,"Guru yg waras juga bakal kontra kok sama guru yang lalai itu. Mereka paham betul itu hak siswa, dan ngga bisa diremehkan meski ada jalur seleksi lain. Guru yg dulu masuk kuliahnya pakai seleksi nilai SMA ini juga banyak, jadi lebih tahu rasanya jadi siswa tsb",2025-02-08T03:45:38.000Z,negatif,guru yg waras kontra guru lalai paham hak siswa ngga remeh jalur seleksi guru yg masuk kuliah pakai seleksi nilai sma siswa tsb
twitter,"gw emosi ngeliat anak"" sma yg ga berkesempatan masuk snbp karena guru nya yg lalai, itu guru"" klo ga biayain murid""nya buat les snbt buat gantiin kebangetan sih",2025-02-08T03:40:29.000Z,positif,gw emosi ngeliat anak sma yg ga sempat masuk snbp guru nya yg lalai guru klo ga biayain murid les snbt gantiin banget sih
twitter,"Klo dpikir2 sptnya ad yg salah dg sistemnya. Bnyak sekolah yg bsa dianggep lalai gt. Halo 
@Kemdikdasmen
 ga mgkin lah smua kslahan dbebanin k guru d sekolah. Aplg mreka dah dpet tmbahan tugas bgiin MBG kan.",2025-02-08T03:37:48.000Z,positif,klo dpikir sptnya ad yg salah dg sistem bnyak sekolah yg bsa dianggep lalai gt halo kemdikdasmen ga mgkin smua kslahan dbebanin k guru d sekolah aplg mreka dah dpet tmbahan tugas bgiin mbg
twitter,"Apa yg di harapkan dari lonte nyamar jadi guru joged² lalai dari tanggung jawab 

imagine lupa input data pasien dan pasien nya ga tertangani dan meninggal semua",2025-02-08T03:32:00.000Z,positif,yg harap lonte nyamar guru joged lalai tanggung imagine lupa input data pasien pasien nya ga tangan tinggal
twitter,"lu ga pernah skolah apa gmn? wajar lah marah krn murid ngusahain selama 3 tahun belajar buat ningkatin nilai nya dan itu ga gampang bro, mereka punya hak buat masuk di peluang itu, udh jelas guru nya lalai dan lo bilang di pihak guru? lu tolol brti",2025-02-08T03:28:40.000Z,positif,lu ga skolah gmn wajar marah krn murid ngusahain ajar ningkatin nilai nya ga gampang bro hak masuk peluang udh guru nya lalai lo bilang guru lu tolol brti
twitter,"Kirain cuma satu sekolah, ternyata banyak toh sekolah yg lalai administrasi. Dikira murid ga capek dan stress harus belajar lagi buat tes bpk/ibu guru?",2025-02-08T02:45:55.000Z,positif,kirain sekolah sekolah yg lalai administrasi murid ga capek stress ajar tes bpkibu guru
twitter,dih? kalau gua jadi guru ya pasti ga bakal lalai kaya gini! tolol lu,2025-02-08T02:28:05.000Z,positif,dih gua guru ya ga lalai kaya gin tolol lu
twitter,huapakah ini salah satu akun guru yg lalai itu ,2025-02-08T02:20:31.000Z,positif,huapakah salah akun guru yg lalai
twitter,"Guru-guru : ""dasar genjet nih pemalas, klo kami lalai ya kalian inisatif sendiri dong daftar. Kami ini suci ga tercela, ngomongnya kok ga dijaga? Ditanya ibu kota Brazil aja jawabnya Santos kalian, harusnya kan Flamengo!""",2025-02-08T01:27:53.000Z,positif,guruguru dasar genjet nih malas klo lalai ya inisatif daftar suci ga cela ngomongnya ga jaga kota brazil aja santos flamengo
twitter,"Peserta didik tak boleh lalai kerjakan Tugas, atribut sekolah, 3 tahun berjuang untuk eligible...

Kemudian Guru, Kepala sekolah Lalai input SNBP...

Mundur jadi guru dan Kepala sekolah.
Joget joget di tiktok saja Kelen !!!",2025-02-08T01:24:47.000Z,positif,serta didik lalai kerja tugas atribut sekolah juang eligible guru kepala sekolah lalai input snbp mundur guru kepala sekolah joget joget tiktok kelen
twitter,"Kalo menurut saya, guru ini bukan lalai. Tapi pemalas dan tidak profesional.
Ga ada orang lupa akan sesuatu pekerjaan yg banyak, njelimet dan menyangkut kepentingan besar. Pasti ini awal mula nya si guru nunda2 kerjaan.. akhirnya mepet waktunya. Akhirnya begitu deh",2025-02-08T00:45:22.000Z,positif,kalo guru lalai malas profesional ga orang lupa kerja yg njelimet penting nya si guru nunda kerja mepet deh
twitter,"Wah, ini kalo serempak pada ga masukkin data siswa siswinya saya patut curiga sih 

Pake ngancem segala tu guru 
Yang lalai kalian weeii",2025-02-08T00:28:30.000Z,positif,kalo serempak ga masukkin data siswa siswi patut curiga sih pake ngancem tu guru lalai weeii
twitter,kok bisa ada sekolah yg lalai finalisasi snbp? padahal dulu sekolahku bener bener yg mantau terus sampe guru bk nya sibuk mondar mandir,2025-02-07T22:55:33.000Z,positif,sekolah yg lalai final snbp sekolah bener bener yg mantau sampe guru bk nya sibuk mondar mandir
twitter,"Kejadiannya di Mempawah, Kalimantan barat. Klo di swasta, guru yg lalai mendaftarkan tsb, pasti dipecat. Tapi ini ASN, aturannya belibet utk sampai ke pemecatan. Jadi org tidak takut berbuat salah.",2025-02-07T10:11:20.000Z,negatif,jadi mempawah kalimantan barat klo swasta guru yg lalai daftar tsb pecat asn atur belibet utk pecat org takut buat salah
twitter,"""Kalo emang lalai ya sudah""

Cara pikir lo gimana sih? Kok ya sudah sihh... Di tindak dong. Siapa yg di tindak? Guru nya, pemangku jabatannya, penanggung jawabnya. Muridnya? Mereka sudah menyelesaikan administrasi, menunaikan kewajibannya",2025-02-07T07:35:28.000Z,positif,kalo emang lalai ya pikir lo gimana sih ya sihh tindak yg tindak guru nya mang jabat tanggung murid selesai administrasi tunai wajib
twitter,depok seabsurd itu kah? guru sampai lalai proses SNBP para siswa? ck ck ck,2025-02-07T07:23:23.000Z,positif,depok absurd kah guru lalai proses snbp siswa ck ck ck
twitter,"Bermanfaat, memotivasi murid tapi kabarnya ada juga guru yang lalai sehingga muridnya tak bisa ikut SNBP",2025-02-07T06:34:08.000Z,positif,manfaat motivasi murid kabar guru lalai murid snbp
twitter,"gini amat guru sekarang, guru yg lalai guru juga yg marah",2025-02-07T06:28:59.000Z,positif,gin guru guru yg lalai guru yg marah
twitter,guru kenapa banyak yang lalai ya sekarang? terutama perihal pendaftaran snbp yang telat dan berujung fatal kena di siswa siswi sekolah.,2025-02-07T03:57:33.000Z,positif,guru lalai ya perihal daftar snbp telat ujung fatal kena siswa siswi sekolah
twitter,"Guru"" sekolah negeri dari SMK dan SMA pada kenapa sih bisa sampai lalai daftarin siswanya biar bisa ikut snbp,itu kalian selama ini kerjanya ngapain anjayy ",2025-02-07T02:34:09.000Z,positif,guru sekolah negeri smk sma sih lalai daftarin siswa biar snbpitu kerja ngapain anjayy
twitter,"banyak anak yg mati matian ngejer nilai dari semester 1 sampe 5 biar masuk eligible karena bersaingnya itu 1 angkatan. ini malah ga bisa ikut gara gara guru lalai. emg bener snbp blm tentu diterima, tapi sekarang kemungkinan blm tentu itu jadi ga mungkin diterima",2025-02-07T01:46:56.000Z,positif,anak yg mati mati ngejer nilai semester sampe biar masuk eligible saing angkat ga gara gara guru lalai emg bener snbp blm terima blm ga terima
twitter,"Belum tentu diterima kalau ikut SNBP. Bahkan kamu bisa langsung kerja sendiri setelah SMA yaitu jualan pulsa, dll. Intinya jgn jagain guru yang lalai, tapi berencanalah untuk masa depan sendiri, kedepannya kamu bagaimana, mau jadi apa, yuk semangat yuk!!",2025-02-07T00:00:47.000Z,negatif,terima snbp langsung kerja sma jual pulsa dll inti jgn jagain guru lalai rencana depan yuk semangat yuk
twitter,"Terus 4-5 sekolah lain yg gagal apakah gurunya ngonten? 

Lalai kok di banyak sekolah terjadi. 

Administrasi bukan guru biasanya, tapi TU. 

Guru udah sibuk buat Silabus atau RPP, sertifikasi dll.. Siapa yg bikin sibuk, Dinas Pendidikan.",2025-02-06T23:49:50.000Z,positif,sekolah yg gagal guru ngonten lalai sekolah administrasi guru tu guru udah sibuk silabus rpp sertifikasi dll yg bikin sibuk dinas didik
twitter,"Yes, dan juga bukan guru, administrasi biasanya TU. Salah alamat nantinya.. lagian lalai bisa di banyak sekolah, lalai apa sistemnya jelek",2025-02-06T23:41:13.000Z,positif,yes guru administrasi tu salah alamat lalai sekolah lalai sistem jelek
twitter,Minimal tuh wakasek di pecat dan semua guru disitu dimutasi dan di cabut tunjangannya selama 1 tahun karena pada lalai semua,2025-02-06T23:31:29.000Z,positif,minimal tuh wakasek pecat guru situ mutasi cabut tunjang lalai
twitter,"Sy paham maksudmu soal kepeduliaan ke siswa, tp klo misalkan dilaksanakan seleksi ulang bukan tidak mungkin tahun2 depan ada kejadian spti ini lagi,guru lalai, trus minta pertimbangan ke pusat, seleksi lagi atau perpanjangan waktu lagi gitu aja trus.",2025-02-06T22:32:41.000Z,positif,sy paham maksud kepeduliaan siswa tp klo laksana seleksi ulang jadi spti lagiguru lalai trus timbang pusat seleksi panjang gitu aja trus
twitter,Sebagai guru maka saya mengundurkan diri karena lalai dan tidak capable dalam menangani hal tersebut alias gaptek,2025-02-06T22:19:11.000Z,positif,guru undur lalai capable tangan alias gaptek
twitter,Guru bodoh dan lalai.. parah nih guru..,2025-02-06T21:57:09.000Z,positif,guru bodoh lalai parah nih guru
twitter,"Yang lalai seorang, yang tanggung jawab sekolahnya.
Beban emang.
Harusnya si guru menanggung sebagian dari biaya ganti rugi, itu baru tanggung jawab dia.",2025-02-06T21:26:23.000Z,positif,lalai tanggung sekolah beban emang si guru tanggung biaya ganti rugi tanggung
twitter,"Trending Tweet Di Malam Jumat Bahlil Vs Bahlul Keduanya Sama Sama Membagongkan,How Come Krn Guru Lalai Berakibat Bnyk Murid SMA Yg GAGAL SNBP Pdhl Bagi Mrk Adalah Golden Ticket &BANGGA Jika Bisa Masuk Univ Favorite Mrk. Tidak Cukup Ganti Rugi Materi Krn WAKTU&USIA TAK DPT MUNDUR",2025-02-06T17:47:32.000Z,positif,trending tweet malam jumat bahlil vs bahlul membagongkanhow come krn guru lalai akibat bnyk murid sma yg gagal snbp pdhl mrk golden ticket bangga masuk univ favorite mrk ganti rugi materi krn waktuusia dpt mundur
twitter,Guru lalai dg tugasnya.,2025-02-06T15:31:44.000Z,positif,guru lalai dg tugas
twitter,"Untuk masuk kuliah sudah susah ditambah LG guru2 yg lalai, hancur masa depan anak2 bangsa gara2 guru... Ada apa dengan sistem pendidikan kita?",2025-02-06T15:21:07.000Z,positif,masuk kuliah susah tambah lg guru yg lalai hancur anak bangsa gara guru sistem didik
twitter,"Zaman sy dulu namanya jalur undangan, waktu itu ada oknum guru yg lalai input data beberapa siswa (termasuk saya) yg masuk rekomendasi krn terlalu sibuk dgn urusan pribadinya. Sampai sekarang masih sakit hati kalau diingat2.",2025-02-06T14:57:50.000Z,positif,zaman sy nama jalur undang oknum guru yg lalai input data siswa yg masuk rekomendasi krn sibuk dgn urus pribadi sakit hati
twitter,Tlg guru yg lalai kebanyakan tiktokan itu jg dipecat donk! Uda merugikan siswa banget tuuhh ,2025-02-06T13:09:26.000Z,positif,tlg guru yg lalai banyak tiktokan jg pecat donk uda rugi siswa banget tuuhh
twitter,"Sebaiknya guru yg lalai dan tidak mampu memperbaiki kelalaiannya, sesegera mungkin dibawa ke psikolog/psikiater. Panggil petugas utk membawa jaket kusus, untuk mencegah dia berontak",2025-02-06T13:00:23.000Z,netral,guru yg lalai baik lalai bawa psikologpsikiater panggil tugas utk bawa jaket sus cegah berontak
twitter,Kok bsa dr sekian banyak guru g ada yg punya rasa tanggung jawab yg besar dan bsa lalai bgni,2025-02-06T12:42:05.000Z,positif,bsa dr sekian guru g yg tanggung yg bsa lalai bgni
twitter,"fyi, mereka tuh baru ganti waka dan ibu yg diangkat jadi waka ini sebenrnya guru baru disitu juga (ga tau udh brp lama, tapi w lulus 4 thn yg lalu ibunya blm ngajar disitu soalnya).. dan kemungkinan besar emg krn masih newbie ngehandle urusan ginian jadinya lalai",2025-02-06T10:25:26.000Z,positif,fyi tuh ganti waka yg angkat waka sebenrnya guru situ ga tau udh brp w lulus thn yg ibu blm ngajar situ emg krn newbie ngehandle urus ginian lalai
twitter,"guru pada lalai ngerjain tugasnya sampe ngorbanin masa depan muridnya karena tiktok-an (telat input PDSS), gurunya pada tiktok-an juga karena ngebet jadi content creator untuk cari penghasilan tambahan. nyari penghasilan tambahan karena gaji mereka juga pada kecil y gtdh",2025-02-06T10:16:36.000Z,positif,guru lalai ngerjain tugas sampe ngorbanin murid tiktokan telat input pdss guru tiktokan ngebet content creator cari hasil tambah nyari hasil tambah gaji y gtdh
twitter,Kalo guru yg lalai hingga murid muridnya gagal ikut ujian PTN bisa dipecat gak ya?,2025-02-06T10:14:35.000Z,positif,kalo guru yg lalai murid murid gagal uji ptn pecat gak ya
twitter,"Enak banget cuma minta maaf. Murid2 sudah hancur masa depannya satu angkatan. Pecat guru yg lalai menjalankan tugas.
@prabowo",2025-02-06T10:10:09.000Z,positif,enak banget maaf murid hancur depan angkat pecat guru yg lalai jalan tugas prabowo
twitter,"Mau tau ngga?? Di sekolah adekku juga gini, guru bk yg lalai, murid kena imbas,, giliran ditanya di grup diam, pas siswa udah kecewa berat dan terlalu vocal malah dipanggil sampe diancam"".. menuju INDONESIA cEMAS.. INDAHNYA NEGRIKU",2025-02-06T10:01:48.000Z,positif,tau ngga sekolah adekku gin guru bk yg lalai murid kena imbas gilir grup diam pas siswa udah kecewa berat vocal panggil sampe ancam indonesia cemas indah negriku
twitter,"Yaudah sih? Yg terjadi sama elu ga menutup fakta kl guru bk gw dlu emg repot ngurus pdss. Ga nutup kemungkinan jg ada sekolah lain yg ngalamin hal sama. Dan gw samsek ga bela tu sekolah lalai, sorry bgt. Btw gw tau kok snbp dah ada dari dulu dgn nama berbeda, santai aja",2025-02-06T09:57:33.000Z,positif,yaudah sih yg elu ga tutup fakta kl guru bk gw dlu emg repot ngurus pdss ga nutup jg sekolah yg ngalamin gw samsek ga bela tu sekolah lalai sorry bgt btw gw tau snbp dah dgn nama beda santai aja
twitter,"guru gaya2 di tiktok dan nggak relate sama profesinya, tapi nggak kerja & menelantarkan nasib muridnya. udah waktunya para wali murid proses hukum aja, biar jera dan jadi pelajaran buat guru2 lalai yg  lain ....",2025-02-06T09:40:13.000Z,positif,guru gaya tiktok nggak relate profesi nggak kerja telantar nasib murid udah wali murid proses hukum aja biar jera ajar guru lalai yg
twitter,"Sekarang harusnya sudah menjadi hal wajar mempertanyakan kepada guru seperti ""gurunya main tiktok gak ya?"" saat mencarikan sekolah anak TK supaya tidak lalai ya.",2025-02-06T09:15:26.000Z,positif,wajar guru guru main tiktok gak ya cari sekolah anak tk lalai ya
twitter,gila banget sih kasus guru yang lalai input data ,2025-02-06T02:54:17.000Z,positif,gila banget sih guru lalai input data
twitter,"Iya sih pasti klo rapat guru dan tenaga kependidikan lancar, ga bakal ada yang lalai. Lagian kan itu pola berulang, masa ga mikirin siklus itu?",2025-02-06T02:24:59.000Z,positif,iya sih klo rapat guru tenaga didik lancar ga lalai pola ulang ga mikirin siklus
twitter,"Ratusan siswa SMAN 4 Karawang demo pada Selasa (4/2), kecewa karena guru dianggap lalai mendaftarkan mereka ke SNBP PTN. Sebanyak 143 siswa memenuhi syarat SNBP, terdiri dari 101 siswa MIPA dan 41 siswa IPS. #newsupdate #update #news #videonews http://kum.pr/hnb66hluv6",2025-02-06T02:24:30.000Z,netral,ratus siswa sman karawang demo selasa kecewa guru anggap lalai daftar snbp ptn siswa penuh syarat snbp siswa mipa siswa ips newsupdate update news videonews
twitter,"Ngeliat masalah bbrp sekolah yg gagal ikut SNBP karena guru lalai telat masukin PDSS ini jadi inget, dulu angkatan gue itu angkatan pertama yg pake sistem PDSS.

Sekolah narikin per anak Rp50rb, katanya kasian buat biaya lembur staff yg input PDSS (pungli)",2025-02-06T02:22:41.000Z,positif,ngeliat bbrp sekolah yg gagal snbp guru lalai telat masukin pdss inget angkat gue angkat yg pake sistem pdss sekolah narikin anak rprb kasi biaya lembur staff yg input pdss pungli
twitter,"Jaman dulu, guru BK SMA ku juga cuma 1 dan urusan pendaftara PMDK ga pernah telat dan lalai. Ini mah gurunya aja yg aneh.",2025-02-06T02:11:08.000Z,positif,jaman guru bk sma ku urus pendaftara pmdk ga telat lalai mah guru aja yg aneh
